Review,Class
"Acabamos de regresar de una estancia encantadora en el Hotel Nacional y no puedo imaginar que quiera estar en ningún otro lugar en La Habana. Hay otros hoteles más modernos en La Habana, pero una estancia en el Nacional es como un viaje atrás en el fascinante pasado de la Habana. Algunas cosas se han modernizado y actualizado cuando sea necesario, pero bastante de la original permanece para que sea verdaderamente especial. Es más bien como tomando un paseo en sus grandad's 1930 Cadillac, que sucede a han mantenido en muy buen estado original. Un nuevo BMW sin duda que vas más rápido, pero el caddie tiene estilo, elegancia y gracia, que nunca se ha recreado.  Teníamos una suite preciosa con un dormitorio en el octavo piso (el Nivel Executive), con una vista espectacular al mar y…",5
"Fuimos en familia a desayunar a Santo Menjurje y nos sirvieron unos chilaquiles en salsa blanca de habanero  exquisitos. ademas cuenta con área infantil.
El servicio, la comida y las instalaciones de diez.",5
"La primera haitacion fue un nido de cucarachas, despues de quejarnos, nos cambiaron a otro que tenia el aire malo, muy malo este servicio, ya habiamos estado en familia hace 4 años y nos fue super bien",2
"Las vistas desde este punto privilegiado, pesca a ver a los lugareños de la pared y natación. Parado aquí cuando tener un caballo conducido paseo en calesas en la Habana. Impresionante.",3
"Un lugar para los que les gusta la historia, pero en realidad no tiene nada atractivo, la tienda es demasiado cotosa",3
Tuvimos una visita guiada del cementerio. Tanto la fascinante historia y hermosa arquitectura. Me recordó a los cementerios en Nueva Orleans. Fantástica manera de escapar del ajetreo y el bullicio de la zona centro.,5
"Uxmal es una antigua ciudad maya del período clásico,fue declarada Patrimonio Cultural de la Humanidad, en 1996.Es un lugar que invita a sentir el mundo maya en su gran esplendor rodeada le leyendas  mitos ,anécdotas es un lugar que invita a la armonía, a la tranquilidad a observar la fauna y selva,junto con la obra hidráulica para almacenar el agua. Es un lugar que se siente la vibra y la admiración de los visitantes y del pueblo yucateco.Se recomienda ampliamente esta gloriosa ciudad maya.",4
"Rápida visita a Puebla, teníamos que caminar el hermoso centro de la ciudad, admirar la arquitectura de las tantas iglesias, las fachadas de talavera y tomarnos una pasita",4
"Se nota que es uno de los fuertes más viejos, tuvo bastante acción. Este, el Castillo del Príncipe, y el de la punta cuidaban estrategicamente la ciudad. Luego La Cabaña. Sin duda destaca la amplia vista enfrentada de la ciudad al otro lado de la Bahía, con un atardecer tras el Habana Libre mágico.",4
"Excelente Hotel y el personal de primera. Nada que envidiar a ningún otro país. Amables. Lugares limpios, personal muy preocupado porque lo pases bien y sobre todo se nota el profesionalismo de todos. Para mi el mejor Hotel de Cuba. Los felicito chicos. Sigan así! ",5
"Buena atención. Lugar agradable. Pan y café, de regular a bueno. El desayuno con buen sabor. Recomendable.",3
"Un servio All Inclusive por demás de pobre. Sin variedad de comida y bebidas  en el bufete. No hay maquina expendedoras de gaseosas ni de hielo. Había que esperar una barbaridad para que te trajeran una bebida a la mesa y hacer cola en la barra de bebidas. Los restaurantes temáticos en general pasable. Snack por demás pobre. No había entretenimiento para los niños. Una piscina muy chica. La zona del bufete no había aire acondicionado, sólo unos ventiladores de techo. Tampoco se podía cambiar U$A por plata colombiana",3
"Me dio la impresión de que falta personal, o es un hotel poco higiénico. Ningún día de la semana que me hospede, estaba limpio, antes de las 7:00 PM, la alberca la limpian a las 15:00 porque cambiaron de proveedor de productos químicos, y eso a los huéspedes que nos tiene que importar?.  La hora del desayuno un caos total y cero higiene en las mesas. Que horror!",3
Si puede ver el antes y después de las fotos es increíble cómo se hizo mucho trabajo para restaurar la plaza con tan pocos recursos.,4
"El hotel tiene dos lados, ambos son edificios modernos, construido en los últimos 15 años o así. El edificio principal frente a la plaza es la parte más antigua, pero es mucho más grande y tiene un mejor terraza de la piscina en el piso de arriba, el cual es también más grande. Las vistas desde aquí arriba en tiempo increíble y es simplemente hermoso de noche también. Hay un pequeño bar y el restaurante también aquí que sirve pizza de los alimentos locales y muchos cócteles. En el piso superior encontrará también el gimnasio, es pequeña, bastante calor, y tiene equipo significativamente más viejo. Yo recomendaría una dirigido por el frente de agua temprano para hacer ejercicio. La piscina también es muy agradable para nadar.  Las habitaciones como en todas partes en Cuba son…",4
"Nos alojamos aquí una noche mientras visitábamos la Habana. No estaba mal, la piscina era grande, pero no era prácticamente limpio, las habitaciones estaban muy bien. Cenamos allí, aunque intentaron muy duro con un cóctel de bienvenida gratis el pollo en el soporte de la comida caliente no estaba preparado, así que me desanima. El desayuno era muy bueno. Un largo trecho desde La Habana.",3
"Estuve hospedado para un congreso. La infraestructura del hotel hace honor a sus cinco estrellas. Cuenta con una muy buena piscina y salida a la playa donde personal del hotel está pendiente de usted. En sus jardines hay un minizoológico con tucanes, osos perezosos, micos y guacamayos. Las habitaciones eran tan frescas que no había necesidad de mantener encendido el aire acondicionado;  muy amplias y cómodas.",5
"Tiene una vista hermosa, pero el hotel está muy descuidado. Me cambié dos veces de habitación. La primera tenía gotera en el baño y no servía el refrigerador. La segunda con una vista inmejorable, pero no servía el aire acondicionado y el calor era insoportable. La tercera funcionó. Bien situado. Desayuno bastante variado.  En frente está el restaurante cibo. Una fabulosa experiencia con buenos precios.  La discoteca en el último piso. Se abre el techo. Linda vista al cielo, pero la música desastrosa. Música cubana desconocida. Lamentable. El show muy pobre. Los bailarines muy malos. Es una pena.",2
"Bien vale una visita, por su encanto, sus murallas, sus puestos de productos cubanos y por la recreación que se hace en su recinto de la toma de la Habana.",4
"El ambiente del restaurante era bastante bonito. El precio también era razonable. Sin embargo, me pareció que la comida era escasa. Disfruté el pulpo ""cerviche"" pero yo tenía el plato de cerdo y encontramos la carne dura, y la salsa no combinaba muy bien con...la carne.Más",2
Es algo que se debe caminar de principio a fin. Muchas casas antiguas muy bonitas y coloridas. Se puede caminar por la acera que está amplia y con sombra de árboles. Muchos restaurantes. Llevar cámara.,5
Me pareció encantadora la ciudad..sus balcones llenos de flores ..las fachadas coloniales..espectacular el hotel Santa Clara y el Santa Teresa ..recorrer las calles es un paseo por el pasado ..tomar un trago o cenar en sus plazas ..El Museo de la inquisición visitarlo no comprar la aplicación del audio..es una estupidez ..si tomar un guía que se encuentra en el interior..las iglesias para verlas es en su horarios de Misa..La Catedral hasta mayo en reparación ..no se puede visitar ..fue una elección muy acertada venir a Cartagena en esta época ..no llueve nunca y el calor es tolerable,5
"La habitación no se parecía a nada a la de la publicidad, nos dieron un cuarto súper pequeño y que tenía olor a caño, hicimos la queja y solo nos dieron una tapita para tapar el caño y al bajar escuchamos no éramos los únicos con el mismo problema, no había ni una sola ventana en nuestro cuarto muy sofocado todo, la chica de la mañana no le importo nuestra queja y la chica de la noche muy amable nos atendió fue lo único que hizo ameno la estancia. No lo recomiendo.",2
"Lindo el Malecon para darse una vuelta, es una costanera que da a un hermoso mar. Muchos cubanos de los ""verdaderos"" por alli.",3
"Los pasillos rumbo a las habitaciones descuidados y falta de pintura y los colchones de nuestra habitación 6042 muy viejos y roídos (para la basura) por eso no regresaría.

Por otro lado la atención del los meseros y los barman excelente, recomiendo all inclusive por que los alimentos son muy buenos y prácticamente están disponibles todas las bebidas además no escatiman en darte lo que pidas",3
La gente de la recepción y del concierge no eran muy amables. La verdad un poco decepcionante. El servicio en el restaurante es malo. Les tienes que llamar varias veces porque te den un café. La gente se la pasa platicando y no les interesa,3
Fui con mi esposa de paseo un fin de semana. Decidimos subir a pie puesto que la idea era hacer ejercicio. Las personas que suben a este lugar son de las más variadas y de diferentes estratos socio-económicos así que hay que ser muy tolerantes con las diferentes cosas que se puede encontrar en el camino (si se sube a pie) estando arriba la iglesia es muy bonita y la vista de la ciudad es indescriptible. La comida típica del interior es lo que más se aprecia (no apta para personas con problemas de colesterol). Una visita agradable para comprar algo de artesanía y comer cosas típicas,4
"Sede segundo parque de Laureles!!!
Excelente atención...
La mejor carne 
Esperamos volver
Felicidades",5
"es un hotel comodo, el desayuno es bastante variado, el personal es amable,el servicio de playa no es bueno ,para un hotel de tantas habitaciones hay muy pocas sombrillas, (16). La limpieza es correcta,  ",3
"El mejor hotel de la ciudad de Puebla, ubicación inigualable, las camas y almohadas súper cómodas, el sky con excelente vista de la ciudad y el buffet delicioso, cuenta con salones para eventos de diferentes capacidades, las habitaciones están amplias y modernas, para todos aquellos que no quieren perder la figura hay gym y también áreas para consentirse y relajarse.. Como alberca, spa, bar y terraza..en definitiva es la mejor opción!",5
"Este fue nuestro primer viaje a La Habana y nos quedamos gratamente sorprendidos por la Nacional. Las habitaciones son pequeñas pero están limpias. luz era muy tenue y utilizamos una linterna a menudo. el servicio nos pareció bueno tanto en la recepción, bar y restaurantes. El hotel está situado en una colina, con preciosas vistas del agua. Los jardines están bien cuidados con exuberantes jardines. Hay una piscina. El porche cubierto conectado al hotel es muy cómodo, con sofás de mimbre, sillas y mesas. No esperes wifi o muchas de las comodidades en hoteles de Estados Unidos. La comida de Cuba es terrible por todas partes. La mejor comida es el desayuno. Si los Estados Unidos ascensores el embargo, y nos encantaría volver de nuevo.",4
"En mi experiencia el pasado 28 de Junio de este hotel debo mencionar que tienen muchos puntos de mejora me parece que el hotel necesita cierto mantenimiento y mejorar su calidad del servicio, primero al llegar al hotel en la tarde-noche del viernes 28 de junio la persona que estaba en recepcion (del cual no recuerdo su nombre) estaba ocupado y llamo a su compañera para que le ayudara con mi registro pero no me parece que haya sido la mejor manera de llamarla menos frente a un huesped comentando ""pues aca es donde trabajas"" no me interesa si la estaba regañando o no pero creo que eso deberia hacerse en otro sitio no en plena recepcion, ingrese a mi habitacion con mi familia y el cuarto holia a humedad, no habia toallas, no servian 2 focos, llame a recepcion y no respondieron,_x0085_",3
"Hotel antiguo, que no ha sido remodelado, muy bonito en los espacios comunes. Habitaciones adecuadas pero muy lejos del valor que cuesta la noche. Excelente ubicación, posibilidad de usar la piscina de otro hotel cruzando la calle lo cual no resulta cómodo en absoluto. Si no fuera por la ubicación y el diseño del lobby no lo consideraría en Absoluto como una opción.",3
"Estaba en reconstrucción, cobran la entrada y desde afuera puedes ver. Vale la pena por la vista, sin embargo cerca de ahí hay otro lugar en el que podés tener una vista igual o mejor que ahí. ",2
"recientemente comercializados en el Grand Luxxe. Nos recibió en el aeropuerto por Miller Transporte con transporte gratuito al Grand Luxxe. complejo de correo electrónico para las reservas antes de llegar (no proporcionan transporte de vuelta al aeropuerto, sin embargo, el costo es mínimo 12 dólares) El Check-in es 17:00 Yo estaba consciente de la construcción en el complejo antes de llegar y mentalmente preparado para las mismas. El ruido era mínimo en nuestra habitación, pero se podía oír el comienzo de la construcción a las 8:30 Nos alojamos en Luxxe III, sin bares o restaurantes en esta ubicación. Teníamos una suite de un dormitorio para nosotros dos. Fue un gran tamaño, no tengo ninguna queja. Nuestras camareras dos veces al día. El personal en todo el complejo era increíble! Muy amable y servicial. El Grand Luxxe me piscina era tranquila con polos complementarias a las 1:00 y las 4:00 y trapos, supongo que para aquellos que no quieren ir a la piscina. No te pierdas el aeróbic en la piscina a las 12:00 con Javier. normalmente tomar vacaciones fuera del ejercicio pero él lo hacía divertido y no te lo pierdas. La comida en los complejos era decente. En conjunto el viaje fue relajante.

Tengo una queja importante, la experiencia multipropiedad de presentación. Antes de ir a nuestra habitación, nos llevaron a la mujer sobre una presentación. (que no íbamos a ir por que ya nos habían hecho hace años en el Grand Mayan que tomó 5 horas) nos aseguró que solamente 90 minutos, la empresa había cambiado debido a muchas quejas. sólo 90 minutos después del desayuno, prometo. Así que después de ir y volver con ella y las ventajas nos ofreció, dijo que no estaba mal. Para hacer una realllllly en resúmen, fuimos a nuestro apartamento en 10:00 a.m. , reunión antes del desayuno, desayuno en 11 7-10 , reunión después del desayuno y nos fuimos de allí a las 3:00! Además, durante todo este tiempo, pedimos un par de refrescos (que no parece excesivo) que felizmente nos trajo. Sin embargo, ya que no comprar una multipropiedad, nuestro vendedor, que parecía ser tan bien chico y que aparentemente no estaba contento que no comprar, nos llamó a nuestra habitación más tarde esa noche pidiéndole que nos venga y pagar por aquellos 2 refrescos que bebimos. ¿bromeas? Si ésta es una indicación de cómo esta organización está dirigido, no, Gracias. ¡Ten cuidado!",4
"La fama de este restaurante dista mucho de la realidad. En fin de semana el servicio es muy lento, y si hay grupos olvídalo que tu desayuno se convertirá en comida por la tardanza en la cocina. La calidad en los platillos también ha bajado...Más",2
"En general el servicio es bueno, pero si tienen varios detalles que dejan mucho que desear, por ejemplo la ventilacion de los baños no funciona, no reponen las botellas de agua y confundieron mi auto.  Lo que de verdad aborrecí es que pedi un producto en el restaurant, me comentaron que no habia y al llegar un extranjero a el si se lo dieron, la verdad me sentí discriminado en mi propio país. :(",2
"Realmente deseaba gozar al 100% mi estancia en un Fiesta Inn, considero que con un poco más de esfuerzo se puede lograr. Estoy segura que sin los pequeños inconvenientes que se dieron, se podría disfrutar la experiencia de hospedarse en un Fiesta Inn.",3
"Aunque se hacen esfuerzos para mejorarlo aun dista mucho de lugares como el Corcovado o el cerro del Ávila en Caracas, el servicio de comida en general (excepto Santa Clara o San Isidro) que son buenos pero tienes que llevar la tarjeta de crédito el resto de servicio es regular y hasta sucio, no dan ganas de consumir mucho a parte de un café, la vista es espectacular sobre una ciudad enorme pero contaminada, el teleférico y funicular en fin de semana es imposible, le falta le falta. ",3
"Este hotel, muy americano como no podía ser de otra manera, cuenta con grandes espacios, especialmente sus habitaciones.  Las habitaciones muy cómodas, bien insonorizadas, buenas sabanas y almohadas de plumas, pero el baño sigue con equipamiento de los años 80. En la TV no se ven canales locales, asi que para saber lo que ocurre en la ciudad tendrás que bucear en internet.  No olvides llevar bañador y ropa deportiva, tiene piscinas, una interior y otra exterior y un buen gimnasio. El desayuno es muy variado, tanto en la opción internacional como en la típica mejicana. Prueba el jugo verde y pide las tortitas azules (hechas con maiz negro). El restaurante tiene un carta muy completa y cuenta con una bodega de altísimo nivel en vinos internacionales. El servicio es MUY mejorable,_x0085_",4
"Hace años que no me hospedaba en ese Hotel, incluso llegué a enviar una buena opinión del mismo en alguna ocasión. Es decepcionante comprobar el estado de abandono total en que se encuentra, nulo mantenimiento, indolencia del personal especialmente de la ""recepción"" y del restaurante,  Solo para dar un ejemplo de lo patético que me resultó la última estancia, les diré que encontré a la camarera FUMANDO !! en mi habitación, fue tal mi desagrado que salí de inmediato sin decir una palabra (soy ""alérgico"" al tabaco). Bueno pues increíblemente a la media hora que regresé, estaba la habitación arreglada pero 2 ...COLILLAS  DE CIGARRO EN EL CENICERO !!! ¿pueden creerlo?? Hablando de fumar, la gente puede hacerlo con toda libertad en el ""lobby"" que es pequeño y mal ventilado, parece…",1
Me gustó todo y no me disgustó nada en absoluto. Es una belleza y hay que ir si uno está en Bogotá y también a la catedral de sal. No hay que perdérselo por nada.,5
"Justo en el centro de la ciudad, así que vale la pena una visita. Realmente no soy a bibliotecas en mí, pero fue interesante ver una biblioteca que ha existido desde 1646. Y es ampliamente considerado como la primera biblioteca en las Américas. tipo de loco cuando uno se pone a pensar. El costo de la entrada es de 25 pesos por persona. El estilo y la arquitectura del hotel es impresionante y mirando libros que están alrededor de 500 años es bastante ordenada.",3
"muy bonito..completamente te transportas al pasado...y cuando te dan la visita guiada del mismo   ...le tomas el aprecio que tiene visiblemente a cada detalle , como el piso  los candiles ..el loby...en fin   todo......las habitaciones donde estuvieron personajes como frank sinatra ..cantinflas,  maria felix ,, en fin muy bonito ,, totalmente recomendable}!!!!!!!!",5
"Preciosa, vale la pena ir a visitarla. Está un poco escondida y al fina de la iglesia, sobre la izquierda. Siempre hay un guía que gratuitamente te explica todo lo que puedes ver...una propina luego no está mal ;)",5
Muy bien hotel en especial quiero resaltar la exelente labor de el señor MILTON CRUZ de seguridad en la playa el cual está siempre muy atentó a todo y dispuesto a brindar orientación y tranquilidad en el área.,5
"Nos alojamos en una habitación que tenía dos mini cocina con microondas y nevera. El buffet de desayuno era bueno. El precio era muy razonable, la ubicación del hotel era perfecta para nosotros. Todo estaba dentro de 5 a 10 minutos a pie. Yo recomendaría este hotel a aquellos que están en un presupuesto.",3
"Ya que en reiteradas ocasiones habían mencionado el lugar y habían buenas opiniones decidimos ir. El lugar no es nada de el otro mundo, podrías ver muchísimos más como este. Las mesas tienen muy poco espacio entre ellas haciendo que las sillas de la mesa...posterior y la anterior choquen entre sí al sentarte y levantarte. Desafortunadamente y creo que por la misma razón anterior, el ambiente es bullicioso y no me refiero a la música. En cuanto a la comida, buenas porciones y a un buen precio, no obstante los platos llegaron fríos. El servicio muy mejorable. Si hablamos de calidad te recomiendo, obvio constando de un presupuesto más alto que eligierais otro lugar, ya que la calidad no es la más exquisita. Se podría decir que fue una comida más, no es un lugar al que piense retornar. Adjunto fotos de algunos momentos de la visita.Más",2
"Estuve solo un día con mi familia y nos tuvimos que cambiar de hotel al siguiente porque el hotel es pura pantalla, habitaciones cara y no están cómodas, el agua del hotel está muy sucia, a mis nietos les salió sarpullido por eso.",2
Muy rico y de las mejores opciones para comer rico en monterrey en un ambiente  familiar. Mis experiencias  han sido en amigos y ninguna ocasión me ha defraudado. El precio es algo elevado pero si lo vale.,4
"Durante los primeros diez años de mi hija practicamente cada fin de semana íbamos al Bioparque Estrella, donde nos llenaba de paz ir a ese lugar... de pronoto por trabajo y estudios dejamos de ir y hace poco retomamos nuestras visitas, para encontrarnos con que ya hay venta de todo y es un mundo de gente. El paseo aún agradable pero tanta gente y tanto vaso de plastico de un solo uso hace que la experiencia de paz ya no exista.",3
"Como me encantan las cosas antiguas fui con grandes expectativas, quizá la hora no favoreció mucho pues ya caía la tarde, sin embargo no me emocionó, no vi nada que me llamara la atención, muchos puestos con cachivaches y no pocos con cosas de muy baja calidad. Sucio con olor a orines no me agradó. Al ser un punto turístico creo que se puede mejorar y mucho.",2
"Excelente servicio, comida deliciosa, y todo el mundo en el restaurante eran una delicia (tanto personal de servicio y clientes). Nos reunimos con el propietario y jefe rose heladera; compañeros muy agradables. Es la segunda vez que Mediterraneo - sin duda volveremos el próximo año. Nuestro grupo disfrutó labneh, dolmas, spaghetti, kibi, risotto de hongos y pasta de pollo. Todo estaba increíblemente delicioso. El labneh que merece la pena volver en sí!",4
"Todo el mundo quiere ir aquí, pero no tengo ni idea de por qué. El personal es desagradable, la comida es horrible, y las bebidas son aguadas. Es una total trampa para turistas.",1
La comida era excelente. Lleve repelente de mosquitos. Fuimos allí cuatro veces durante nuestra visita. Las fajitas en el tazón de volanic son increíbles!,5
"Caminamos por el castillo, en las afueras de las grouds tenían una exposición de arte, que era una ventaja. Esta es una excursión muy rápido, puede guía de autoservicio, que le llevará a 20 minutos. Es parte de la historia del pueblo cubano.",3
"problemas graves en check in, aunque uno trae confirmación especificando habitación, no lo respetan, dan las habitaciones que quieren y eso es muy molesto para el usuario, estando el hotel vacio, es lamentable eso",2
"Accedimos al Cristo a través de una barcaza desde la bahía de La Habana, simpático porque ahí viajan en mayoría sólo cubanos.Luego de desembarcar caminamos cuesta arriba un trayecto corto sin gran requerimiento físico.La estatua es grande, bonita, pero quien gusta de la fotografía, aquí puede encontrar inspiración. Lindas vistas panorámicas de La Habana y la bahía.Al lado está la Casa del Che, no la visité, pero a quien le interese la historia del Che debiera ser un imperdible.",5
"He leído muchas críticas de la Grand Marival antes de nuestra partida. El motivo de nuestro viaje era como una boda de destino (38 personas) así que este hotel fue elegido para mí por otros y no era uno que normalmente.
debe ser dicho, el personal era absolutamente de primera categoría. Nunca he experimentado un grupo especializado de personas con su mejor experiencia en mente. Dicho esto, viajamos el 9 de noviembre de 2013 y el hotel no era hasta el personal completo en ese punto tan sólo uno sentarse restaurante fue abierto en cualquier noche determinada y como dichas reservas era difícil de conseguir. Las snack bar y buffet opciones eran adecuadas y en general, la comida era mejor de lo que nos espera normalmente de All inclusive opciones.
El hotel en sí era adecuado. A 4 a 4,5 estrellas es un poco exagerado para mí, sí estaba limpio, sí había agua caliente, agua embotellada no siempre en el mini bar ni soda pero se podía llegar botellas rellenados en el bar. La ropa de cama estaba limpio, las camas eran muy cómodas.
Mis problemas con mis expectativas de lo que pensaba a 4 a 4,5 estrellas sería, especialmente porque hemos sido frecuentan 2,5 a hoteles de 3 estrellas en Cuba durante los últimos 10 años. Nos decepcionó en lo poco cosas seguro como espigas desagüe de la ducha, TV de tubo , chipping pintura en las paredes, ser derribados por un tiempo compartido presentación dentro de los 10 minutos de entrar al hotel, la falta de bebidas premium y sin duda echarle agua de bebidas.
Ahora antes que saltar, permítanme decir, soy 46 años y mi mujer es 41 (también tenemos dos hijos que no viaje con nosotros en este viaje). Estamos lejos de los viajeros modernos y totalmente creer que, siempre que el hotel es limpio, podemos dormir en sillas de piscina si la cama es demasiado difícil por la noche y siempre se puede comer verduras y frutas si la comida no es de tu agrado. Dicho esto, la izquierda el Grand Marival me queriendo más. Los espectáculos de la noche, mientras entretenido, necesitas tener más variedad. Quizás más mexicana basado en vez de comedia 5 de las 7 noches. También tienes un mínimo de $15 a $20 dólares canadienses distancia en taxi desde cualquier compra o actividades. No hay ningún lugar al que ir si quieres tener opciones de cosas para hacer, todo está en pagar dinero para hacer cualquier cosa, incluso algo tan sencillo como caminando y mirando el edificios, tiendas, etc. , no hay ninguno que ver, sólo hoteles.
Si quieres resort vacaciones basadas en estancia aquí, si quieres opciones que no elijas tu bolsillo cada vez que quieras ir a algún sitio que pensar en si es el lugar adecuado para usted.",3
"El cerro de monserrate es el mejor lugar para tener acceso a una buena vista de la ciudad, además de ello cuenta con varios restaurantes típicos de buena calidad. El servicio de transporte es rápido aunque en días de alto tráfico puede tomar mucho tiempo hacer filas para acceder al teleférico y funicular. Lo recomiendo para planes familiares.",5
"Imposible desayunar en menos de 2 horas. Problemas para pedir cualquier cosa a la Habitacion o para comer.... Lentitud extrema. Habitacion sencilla, ubicación normalita. Pero el servicio hace que el hotel deje mucho que desear.",2
"Recientemente pasamos 10 noches en Cuba, principalmente en Melia Hoteles. Todas nuestras reservas estaban pre-pago, y no tuvimos problemas hasta que llegamos al Iberostar para nuestra última noche. La reserva fue mezclado, pero, a pesar de que era evidente la reserva estaba en nuestro nombre y pre-pago, se negaron a aceptar y nos dejaron hacer nuestros propios planes en otro hotel. Ya que los americanos tarjetas de crédito no se aceptan en Cuba, que estaban limitadas a nuestro efectivo disponible. Cómo un hotel que sabe el cliente ya pagado, y reconoce que cometieron el error de fechas, estaba dispuesto a dejaron pasar la noche en la calle comprensión más allá. Nunca me voy a visitar sus instalaciones. estancia en el Melia incluso si son más caros, lo cual no es el caso en La…",1
"Mount Monserrate es una obligación en Bogotá!! ""Recomendamos tomar el funicular ""subir y cable para bajar. Si está planeando ir temprano en la mañana o tarde en la noche, debe llevar una buena chaqueta. Las temperaturas pueden disminuyó muy fácil. Restaurante francés es un $$$, pero que vale la pena. Muy buena selección de vinos y piano mostrar a la hora del almuerzo. Costillas de cordero están recomendados. Para comer fuera, junto a las ventanas es el mejor lugar para el asiento. Disfrute de las vistas!!",5
Si tu estancia es por mas de una noche tienes que pagar por adelantado de lo contrario no te asean la habitacion. A las mucamas se les olvida dejarte agua y hay que pedirla a recepcion. El desayuno que dan es mucho mejor en cualquier otro city express el yogurt es casi yogurt para beber todo rebajado.,4
"Como siempre muy bien,es un edificio magnífico,en perfectas condiciones,su escalinata es clásica.",5
"Desorganización total, desde el manejo de la lista de espera y en la asignación de mesas, la mesa que nos dieron no  tenía ningún servicio montado, los cubiertos y el pan llegaron después de los platillos seleccionados.
Todo súper lento y pésimos anfitriones, la comida...es rica pero no vale la pena ya que el servicio es de lo peor, cero recomendable.Más",2
"Muy austero, la comida no sabe bien, alejado de buenos lugares para comer, ubicado en una zona donde el acceso es muy complicado después de las 10pm debido a construcciones de un puente, el restaurante bar agrega sin permiso la propina en el recibo. El elevador se descompuso y no había escaleras para subir a los cuartos.",2
"Me encuentro hospedada en estos momentos por un curso de capacitacion de la empresa. Check in y entrega de la habitacion rapido, la habitacion es doble cama muuuy sencilla y baño pequeño, tele plasma mediana con 25 canales aprox, no es un hotel lujoso, la cama es incomoda el colchon algo viejo y rechina al sentarte en el y las almohadas grandes y cojin con olor a cabeza sudada supongo de tantos clientes y donde no los lavan. No hay cobijas (estilo san marcos) solo sabana y un cubre cama. Muy pocos ganchos en el closet.  Mi cuarto tiene puerta para compartir con la otra habitacion y es pesima idea deberian clausurarlas! Todo se escucha de la habitacion contigua y ya van 2 noches que la bebe del cuarto de alado llora en la madruugada y todo se escucha por esa famosa puerta es_x0085_",3
"Acudimos un sábado 2 de julio a las 11:15 de la mañana. Estuvimos esperando más de media hora nosotros dos y otro grupo de cuatro personas fuera, porque la camarera estaba dentro. Nos vio como estábamos esperando y no fue capaz de salir a atendernos...o dar alguna explicación si el bar estaba abierto o cerrado.

Nos tuvimos que marcharMás",1
Vale la pena visitarlo. Es muy completo y muestra la obra de Botero en sus diferentes etapas. Bien organizado,4
"Muy buen hotel, limpio y super bien ubicado!! Las habitaciones deluxe king bastante amplias. El único pero son las almohadas, son MUY incómodas!! Al parecer todos los Fiesta Inn piensan que las almohadas no son importantes ya que en Querétaro fue la misma historia.",4
"Es una de las 7 maravillas del mundo y como tal, debería estar impecable. Adentro no está cuidado, hay basura en el piso, ramas tiradas. Muy descuidado. No me voy a meter con el precio de la entrada, pero si puedo decir q debería ser a todo nivel un lugar de primera. Además está lleno de puestos donde intentan venderte lo q sea y eso en algún punto del recorrido ya molesta, porq son muy insistentes. Los baños q están allí, no están cuidados y están sucios Entiendo q es un lugar q hay q visitar, pero merece estar en óptimas condiciones! Es un lugar visitado por el mundo entero",2
aún así vale la pena incluido en su recorrido. Vimos el Papa cuando visitó allí y fue interesante.,4
"Gran lugar para visitar y tomar una copa. Lo único que no me gustó fueron los vendedores ambulantes, porque a los turistas les contestas mucho hacerle el punto de locura. Recomiendo el bar Fidel y el reloj de pub, son excelentes lugares para bailar y tomar una copa.",5
Gran lugar barato para tomar algo rápido. En la tercera planta de la plaza en el mercado. Tuve la Gringa con cerdo y piña. Fue fantástico.,4
"Fue lamentable ver a empleados de cocina entrar a los baños de los comensales pero preocupante que salgan sin lavarse y sanitizarse las manos.
Un lugar de mucha tradición y fama en Merida pero por lo visto los encargados no vigilan este aspecto y además...Más",1
Es un hermoso hotel con muy buenas instalaciones. La atención del personal excelentes. Está muy bien ubicado. Se puede recorrer caminando sus calles. Es un poco chocante salir de este hermoso lugar y ver la realidad. El desayuno de gran calidad y variedad. Tuvimos la oportunidad de cenar en el Restaurante y también está muy bien atendido. Muchos turistas de distintas nacionalidades.,4
"es muy bonito sólo que los precios de la tienda son caros,lo bueno es que si eres yucateco,lis domingos tu entrada es gratis,vale la pena ir un domingo,para conocer el pasado ;)",3
"Si vas a Veracruz, debe ver ... es una experiencia estupenda especialmente el show en el final abierto tarde, así que si vas, plan que lleguen después de las 10 am.",5
"Este sitio es ideal para quien busca cantidad y no calidad, el menu tiene muchas opciones algunas de ella engañósas por ejemplo la cazulea de mariscos demasiado pobre para el precio y la calidad de la misma.
En fin que lo recomiendo solo a quien...Más",3
"Es realmente difícil de tarifa nuestra estancia ... Nos encantó todo el complejo de la habitación para el servicio y la comida. Sin embargo ... Nuestro seguro entraron en la primera noche que pasamos allí y nuestro dinero robaron ... No hace falta decir que nos fuimos de este sentimiento inseguro el resto de nuestras vacaciones. Tuvimos que llevar todo con nosotros cada vez que salíamos y lo hizo difícil dormir tranquilamente por la noche. Mi consejo es de no dejar nada en su seguro y llevar con usted ... y cerradura su cerradura por la noche ... Por supuesto, no debería tener que preocuparse que en sus vacaciones.",1
